"","Status","id","Title Short","Title Long","Type/Instr Met","Level","College","Dept","Cred Hrs","Description","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X","ADJ_ratio","ADP_ratio","ADV_ratio","AUX_ratio","CCONJ_ratio","DET_ratio","INTJ_ratio","NOUN_ratio","NUM_ratio","PART_ratio","PRON_ratio","PROPN_ratio","PUNCT_ratio","SCONJ_ratio","SYM_ratio","VERB_ratio","X_ratio","total_words_ratio","sentiment"
"1","Active","ACC_1990","Elective","Elective","Type: Off-campus instruction | Instr Met:","UC","PS","CPS","1 to 4","offer elective credit for course take at other academic institution. May be repeat without limit.",0.00371644583363491,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.947969758329111,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0,0,0,0,0,0,0,2,0,3,"doc1",3,3,0,2,0,0,0,5,0,0,0,0,2,0,0,2,0,0.176470588235294,0.176470588235294,0,0.117647058823529,0,0,0,0.294117647058824,0,0,0,0,0.117647058823529,0,0,0.117647058823529,0,17,0.125
"12","Active","ACC_4420","Advanced Accounting","Advanced Accounting","Type: Lecture | Instr Met:","UC","PS","CPS","3","cover security and Exchange Commission report requirement, include segment and interim report requirement for large publicly hold company. focus on the equity method of account for investment; consolidation of financial information and consolidate report requirement for activity subsequent to the date of acquisition; consolidate financial statement as they pertain to outside ownership, intercompany asset transaction, and ownership pattern and income tax; and intercompany debt, consolidate statement of cash flow, and other multi - entity issue. Other relate matter cover include multinational account for foreign currency transaction and financial instrument, include the currency translation of foreign entity financial statement. Special advance topic include account for partnership, estate and trust, fund account, bankruptcy liquidation and reorganization, and account for governmental unit and not - for - profit entity.",0.841043697440937,0.000318828338512323,0.000318828338512313,0.000318828338512315,0.000318828338512288,0.000318828338512321,0.000318828338512289,0.000318828338512309,0.154811534158403,0.000318828338512282,0.000318828338512308,0.000318828338512277,0.000318828338512288,0.000318828338512331,0.000318828338512324,2,4,1,3,4,4,1,11,5,13,"doc12",19,15,1,0,13,3,0,61,0,0,1,2,20,1,0,6,1,0.132867132867133,0.104895104895105,0.00699300699300699,0,0.0909090909090909,0.020979020979021,0,0.426573426573427,0,0,0.00699300699300699,0.013986013986014,0.13986013986014,0.00699300699300699,0,0.041958041958042,0.00699300699300699,143,0.0773026315789474
"13","Active","ACC_4955","Project","Project","Type: Individual Instruction | Instr Met:","UC","PS","CPS","1 to 4","focus on in - depth project in which a student conduct research or produce a product relate to the student's major field. May be repeat without limit.",0.00191150289406723,0.00191150289406722,0.00191150289406723,0.00191150289406723,0.00191150289406725,0.00191150289406723,0.00191150289406723,0.00191150289406725,0.110284632492916,0.00191150289406723,0.00191150289406724,0.86486582988421,0.00191150289406723,0.00191150289406724,0.00191150289406724,0,0,0,0,0,0,0,1,0,3,"doc13",1,5,0,2,2,3,0,10,0,1,1,0,3,0,0,2,0,0.0333333333333333,0.166666666666667,0,0.0666666666666667,0.0666666666666667,0.1,0,0.333333333333333,0,0.0333333333333333,0.0333333333333333,0,0.1,0,0,0.0666666666666667,0,30,0.15
"14","Active","ACC_4990","Elective","Elective","Type: Off-campus instruction | Instr Met:","UC","PS","CPS","1 to 4","offer elective credit for course take at other academic institution. May be repeat without limit.",0.00371644583363491,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.947969758329111,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0,0,0,0,0,0,0,2,0,3,"doc14",3,3,0,2,0,0,0,5,0,0,0,0,2,0,0,2,0,0.176470588235294,0.176470588235294,0,0.117647058823529,0,0,0,0.294117647058824,0,0,0,0,0.117647058823529,0,0,0.117647058823529,0,17,0.125
"15","Active","ACC_6210","Forensic Accounting Principles","Forensic Accounting Principles","Type: Lecture | Instr Met:","GP","PS","CPS","4","seek to provide student with a broad conceptual overview of the field of forensic account, the key internal control require to deter / detect fraud or abuse, and the newly enact corporate governance law. cover the role, responsibility, and requirement of a forensic accountant; basic legal and fraud examination theory; ethic in business; identify the major type of cash, payroll, and other financial fraud scheme; detail examination of the proper require internal audit control ( transaction authorization, segregation of duty, supervision, adequate documentation and record, physical safeguard, independent verification ); and account / audit standard and corporate governance need to comply with the AICPA, SAS, CFE, government regulation, and Sarbanes - Oxley 2002 legislation. discuss actual fraud case to highlight the impact of audit and forensic account on business and our society.",0.51671473912152,0.000315180970591293,0.000315180970591194,0.000315180970591205,0.000315180970591248,0.0596763307364313,0.000315180970591201,0.000315180970591218,0.000315180970591216,0.000315180970591308,0.000315180970591168,0.00031518097059124,0.000315180970591191,0.419826758494954,0.000315180970591242,3,3,1,5,1,2,1,12,6,10,"doc15",24,11,1,0,11,10,0,50,1,4,1,2,28,0,0,12,0,0.154838709677419,0.0709677419354839,0.00645161290322581,0,0.0709677419354839,0.0645161290322581,0,0.32258064516129,0.00645161290322581,0.0258064516129032,0.00645161290322581,0.0129032258064516,0.180645161290323,0,0,0.0774193548387097,0,155,0.0429347826086957
"16","Active","ACC_6220","Dissecting Financial Statemnts","Dissecting Financial Statements","Type: Lecture | Instr Met:","GP","PS","CPS","4","offer student a opportunity to learn how to review, detect, and investigate possible financial statement concern of publicly and privately hold business, as good as nonprofit organization and family business. Financial record of the company study spin a variety of industry. topic include legal element of financial statement fraud, management's and auditor's responsibility, improper revenue / sale recognition, inadequate disclosure of relate - party transaction, improper asset valuation, improper deferral of cost and expense, financial statement red flag, and inadequacy in management's discussion and analysis. address such factor as off - balance - sheet activity, liquidity, financial performance indicator, unreported intangible, and lease audit. Typical case can include WorldCom, Enron, Rite Aid, Crazy Eddie, and ESM Government security.",0.962809466643805,0.000330295159957704,0.000330295159957695,0.0328966962767452,0.000330295159957704,0.000330295159957676,0.000330295159957664,0.000330295159957704,0.000330295159957716,0.000330295159957755,0.000330295159957703,0.000330295159957716,0.000330295159957677,0.000330295159957706,0.000330295159957778,2,3,0,3,2,3,2,5,7,14,"doc16",21,9,4,1,9,3,0,48,0,5,0,8,27,0,0,10,0,0.144827586206897,0.0620689655172414,0.0275862068965517,0.00689655172413793,0.0620689655172414,0.0206896551724138,0,0.331034482758621,0,0.0344827586206897,0,0.0551724137931034,0.186206896551724,0,0,0.0689655172413793,0,145,-0.0664511494252874
"17","Active","ACC_6230","Investigative Acc & Fraud Exam","Investigative Accounting and Fraud Examination","Type: Lecture | Instr Met:","GP","PS","CPS","4","offer student a opportunity to learn how to identify and investigate account fraud and irregularity. include the in - depth review of sophisticate fraud scheme; how fraudulent conduct can be deter; how allegation of fraud should be investigate and resolve; the recovery of asset; method of write effective report; comply with SAS 82 and other fraud standard; and recent antiterrorist and money - launder regulation, include the Patriot Act of 2002. session be interactive, with student work through actual case, develop investigative strategy, and seek to prove how the fraud be commit. topic cover include act of skim, cash larceny, check tamper, register disbursement scheme, bill scheme, payroll and expense reimbursement scheme, improper account of inventory and other asset, corruption, bribery, conflict of interest, security fraud, and insurance fraud.",0.430146769776174,0.565507291858482,0.000334302951180338,0.000334302951180385,0.000334302951180352,0.000334302951180338,0.000334302951180324,0.00033430295118045,0.000334302951180334,0.000334302951180341,0.000334302951180354,0.000334302951180329,0.000334302951180328,0.000334302951180408,0.000334302951180338,6,5,4,3,2,2,1,7,10,15,"doc17",16,12,5,6,10,5,0,54,2,3,0,3,27,0,0,11,0,0.103896103896104,0.0779220779220779,0.0324675324675325,0.038961038961039,0.0649350649350649,0.0324675324675325,0,0.350649350649351,0.012987012987013,0.0194805194805195,0,0.0194805194805195,0.175324675324675,0,0,0.0714285714285714,0,154,0.0393880208333333
"18","Active","ACC_6240","Litigation Support","Litigation Support","Type: Lecture | Instr Met:","GP","PS","CPS","4","cover the litigation process and civil and criminal statute use to prosecute white - collar crime. offer student the opportunity to learn the appropriate analytic tool to quantify value for future earnings or damage result from fraud, breach of contract, or insurance dispute and to perform business valuation, include that arise from hostile situation such as divorce. topic cover include how to assist in obtain documentation necessary to support or refute a claim, assist in the examination for discovery, formulate question to be ask regard the financial evidence, review a oppose expert's damage report and report on both the strength and weakness of the position take, assist with settlement discussion and negotiation, and provide assistance at trial in testimony or with cross - examination.",0.298982926283489,0.000391275673807786,0.000391275673807765,0.000391275673807735,0.000391275673807763,0.203168848893591,0.178758038788651,0.000391275673807804,0.314786153622383,0.000391275673807806,0.000391275673807767,0.000391275673807789,0.000391275673807767,0.000391275673807848,0.000391275673807773,9,3,4,6,1,4,2,7,14,13,"doc18",13,14,1,1,12,10,0,48,0,8,0,0,13,0,0,16,0,0.0955882352941176,0.102941176470588,0.00735294117647059,0.00735294117647059,0.0882352941176471,0.0735294117647059,0,0.352941176470588,0,0.0588235294117647,0,0,0.0955882352941176,0,0,0.117647058823529,0,136,-0.11156798245614
"19","Active","ACC_6962","Elective","Elective","Type: Off-campus instruction | Instr Met:","GP","PS","CPS","1 to 4","offer elective credit for course take at other academic institution. May be repeat without limit.",0.00371644583363491,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.947969758329111,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0,0,0,0,0,0,0,2,0,3,"doc19",3,3,0,2,0,0,0,5,0,0,0,0,2,0,0,2,0,0.176470588235294,0.176470588235294,0,0.117647058823529,0,0,0,0.294117647058824,0,0,0,0,0.117647058823529,0,0,0.117647058823529,0,17,0.125
"20","Active","ALY_1990","Elective","Elective","Type: Off-campus instruction | Instr Met:","UC","PS","CPS","1 to 4","offer elective credit for course take at other academic institution. May be repeat without limit.",0.00371644583363491,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.947969758329111,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.0037164458336349,0.00371644583363491,0.00371644583363491,0,0,0,0,0,0,0,2,0,3,"doc20",3,3,0,2,0,0,0,5,0,0,0,0,2,0,0,2,0,0.176470588235294,0.176470588235294,0,0.117647058823529,0,0,0,0.294117647058824,0,0,0,0,0.117647058823529,0,0,0.117647058823529,0,17,0.125
"21","Active","ALY_2010","Prob Theory and Intro Stats","Probability Theory and Introductory Statistics","Type: Lecture | Instr Met:","UC","PS","CPS","3","introduce statistic for datum analytics from a analysis - of - datum viewpoint. topic include frequency distribution; measure of location; mean, median, mode; measure of dispersion; variance; graphic presentation; elementary probability; population and sample; sample distribution; categorical datum; regression and correlation; and analysis of variance. explore the use of statistical software in datum analysis. emphasize hand - on application of probability and statistic in SPSS.",0.000634621646547362,0.000634621646547375,0.000634621646547387,0.000634621646547378,0.000634621646547365,0.00063462164654737,0.232631297190939,0.000634621646547372,0.00063462164654736,0.000634621646547368,0.759118621403945,0.000634621646547359,0.00063462164654736,0.000634621646547351,0.00063462164654736,0,2,0,0,0,0,0,3,2,3,"doc21",5,11,0,0,4,2,0,35,0,0,0,1,20,0,0,4,0,0.0609756097560976,0.134146341463415,0,0,0.0487804878048781,0.024390243902439,0,0.426829268292683,0,0,0,0.0121951219512195,0.24390243902439,0,0,0.0487804878048781,0,82,-0.104166666666667
"22","Active","ALY_2100","Intro Prog for Data Analytics","Introduction to Programming for Data Analytics","Type: Lecture | Instr Met:","UC","PS","CPS","3","offer a hand - on first program course for that with no prior program experience. cover basic program logic and syntax with Python. student apply Python package mostly use on datum analytics. offer student a opportunity to learn how to code on the much use language in the job market.",0.00104307429355757,0.403153999170939,0.00104307429355756,0.00104307429355752,0.00104307429355756,0.00104307429355755,0.53596423518869,0.00104307429355757,0.00104307429355757,0.00104307429355757,0.00104307429355757,0.00104307429355756,0.00104307429355756,0.00104307429355757,0.0483648741176806,0,1,0,0,0,0,0,1,0,4,"doc22",4,7,2,0,1,5,0,20,0,2,1,0,5,0,0,7,0,0.0740740740740741,0.12962962962963,0.037037037037037,0,0.0185185185185185,0.0925925925925926,0,0.37037037037037,0,0.037037037037037,0.0185185185185185,0,0.0925925925925926,0,0,0.12962962962963,0,54,0.102678571428571
"23","Active","ALY_3015","Interm Stats for Data Analytic","Intermediate Statistics for Data Analytics","Type: Lecture | Instr Met:","UC","PS","CPS","3","expand upon the early introduce statistical approach. emphasize much advance analysis and multivariate method. The goal be to provide student with the fundamental datum management, review, reengineer, and exploration skill as necessary datum analytic competency.",0.00122922732305453,0.00122922732305454,0.00122922732305451,0.00122922732305451,0.00122922732305452,0.00122922732305454,0.857856316017214,0.126163728783077,0.00122922732305453,0.00122922732305453,0.00122922732305453,0.00122922732305453,0.00122922732305452,0.00122922732305452,0.00122922732305452,0,1,0,1,1,0,1,6,0,5,"doc23",7,3,1,0,2,3,0,15,0,1,0,0,6,0,0,3,0,0.170731707317073,0.0731707317073171,0.024390243902439,0,0.0487804878048781,0.0731707317073171,0,0.365853658536585,0,0.024390243902439,0,0,0.146341463414634,0,0,0.0731707317073171,0,41,0.238095238095238
"24","Active","ALY_3040","Data Mining","Data Mining","Type: Lecture | Instr Met:","UC","PS","CPS","3","introduce the theory and tool for datum mine technique such as rule - base learn, decision tree, cluster, and association - rule mine. Also cover interpretation of the mine pattern use visualization technique. offer student a opportunity to gain the knowledge and experience to apply modern datum - mine technique for effective large - scale datum pattern recognition and insight discovery. introduce datum analysis software — student team evaluate, analyze, and report datum for the method use and insight discover during case study.",0.000515808155749086,0.00051580815574908,0.000515808155749097,0.00051580815574909,0.000515808155749073,0.000515808155749086,0.992778685819513,0.000515808155749101,0.000515808155749073,0.000515808155749076,0.000515808155749081,0.000515808155749079,0.000515808155749084,0.000515808155749092,0.000515808155749085,1,4,1,2,2,1,1,8,1,9,"doc24",4,6,1,0,6,5,0,44,0,2,3,0,14,0,0,7,0,0.0434782608695652,0.0652173913043478,0.0108695652173913,0,0.0652173913043478,0.0543478260869565,0,0.478260869565217,0,0.0217391304347826,0.0326086956521739,0,0.152173913043478,0,0,0.0760869565217391,0,92,0.0477941176470588
"25","Active","ALY_3070","Comm & Visual Data Analytics","Communication and Visualization for Data Analytics","Type: Lecture | Instr Met:","UC","PS","CPS","3","offer a interdisciplinary examination of design concept and cognitive and communication theory that support effective practice for datum visualization and communication. consider the relationship between information and audience and study effective technique in the write, speak, and visual communication of complex quantitative information. Project - base activity offer student opportunity to apply this technique in a manner that make datum understandable, compel, and actionable. introduce R and Python visualization package.",0.000620332635211626,0.000620332635211576,0.00062033263521163,0.000620332635211608,0.000620332635211627,0.000620332635211595,0.991315343107038,0.000620332635211623,0.000620332635211613,0.00062033263521158,0.000620332635211626,0.000620332635211593,0.000620332635211613,0.000620332635211623,0.000620332635211567,1,3,1,1,0,0,1,4,2,7,"doc25",8,6,0,0,8,5,0,32,0,1,2,0,9,0,0,7,0,0.102564102564103,0.0769230769230769,0,0,0.102564102564103,0.0641025641025641,0,0.41025641025641,0,0.0128205128205128,0.0256410256410256,0,0.115384615384615,0,0,0.0897435897435897,0,78,0.0714285714285714
